TIME,PULSES,CONTROLLERVOLTAGE,CONTROLLER,KP,TAUD,TAUI 
0,-1,0.0,0,10.0,0.0,0.0
1,-1,0.0,0,10.0,0.0,0.0
2,-1,0.0,0,10.0,0.0,0.0
3,-1,0.0,0,10.0,0.0,0.0
4,-1,0.0,0,10.0,0.0,0.0
5,-1,0.0,0,10.0,0.0,0.0
6,-1,0.0,0,10.0,0.0,0.0
7,-1,0.0,0,10.0,0.0,0.0
8,-1,0.0,0,10.0,0.0,0.0
9,-1,0.0,0,10.0,0.0,0.0
10,-1,4713.7,0,10.0,0.0,0.0
11,-1,4713.7,0,10.0,0.0,0.0
12,-1,4713.7,0,10.0,0.0,0.0
13,-1,4713.7,0,10.0,0.0,0.0
14,0,4713.7,0,10.0,0.0,0.0
15,0,4713.7,0,10.0,0.0,0.0
16,1,4713.7,0,10.0,0.0,0.0
17,2,4713.7,0,10.0,0.0,0.0
18,3,4713.7,0,10.0,0.0,0.0
19,4,4713.7,0,10.0,0.0,0.0
20,5,4707.15,0,10.0,0.0,0.0
21,6,4707.15,0,10.0,0.0,0.0
22,7,4707.15,0,10.0,0.0,0.0
23,9,4707.15,0,10.0,0.0,0.0
24,10,4707.15,0,10.0,0.0,0.0
25,12,4707.15,0,10.0,0.0,0.0
26,14,4707.15,0,10.0,0.0,0.0
27,16,4707.15,0,10.0,0.0,0.0
28,18,4707.15,0,10.0,0.0,0.0
29,20,4707.15,0,10.0,0.0,0.0
30,22,4686.21,0,10.0,0.0,0.0
31,24,4686.21,0,10.0,0.0,0.0
32,26,4686.21,0,10.0,0.0,0.0
33,28,4686.21,0,10.0,0.0,0.0
34,31,4686.21,0,10.0,0.0,0.0
35,33,4686.21,0,10.0,0.0,0.0
36,36,4686.21,0,10.0,0.0,0.0
37,38,4686.21,0,10.0,0.0,0.0
38,41,4686.21,0,10.0,0.0,0.0
39,43,4686.21,0,10.0,0.0,0.0
40,46,4654.79,0,10.0,0.0,0.0
41,49,4654.79,0,10.0,0.0,0.0
42,52,4654.79,0,10.0,0.0,0.0
43,55,4654.79,0,10.0,0.0,0.0
44,57,4654.79,0,10.0,0.0,0.0
45,60,4654.79,0,10.0,0.0,0.0
46,63,4654.79,0,10.0,0.0,0.0
47,66,4654.79,0,10.0,0.0,0.0
48,69,4654.79,0,10.0,0.0,0.0
49,72,4654.79,0,10.0,0.0,0.0
50,76,4616.83,0,10.0,0.0,0.0
51,79,4616.83,0,10.0,0.0,0.0
52,82,4616.83,0,10.0,0.0,0.0
53,85,4616.83,0,10.0,0.0,0.0
54,89,4616.83,0,10.0,0.0,0.0
55,92,4616.83,0,10.0,0.0,0.0
56,95,4616.83,0,10.0,0.0,0.0
57,99,4616.83,0,10.0,0.0,0.0
58,102,4616.83,0,10.0,0.0,0.0
59,107,4616.83,0,10.0,0.0,0.0
60,111,4571.02,0,10.0,0.0,0.0
61,114,4571.02,0,10.0,0.0,0.0
62,118,4571.02,0,10.0,0.0,0.0
63,121,4571.02,0,10.0,0.0,0.0
64,125,4571.02,0,10.0,0.0,0.0
65,129,4571.02,0,10.0,0.0,0.0
66,132,4571.02,0,10.0,0.0,0.0
67,136,4571.02,0,10.0,0.0,0.0
68,139,4571.02,0,10.0,0.0,0.0
69,143,4571.02,0,10.0,0.0,0.0
70,147,4525.2,0,10.0,0.0,0.0
71,150,4525.2,0,10.0,0.0,0.0
72,154,4525.2,0,10.0,0.0,0.0
73,158,4525.2,0,10.0,0.0,0.0
74,162,4525.2,0,10.0,0.0,0.0
75,165,4525.2,0,10.0,0.0,0.0
76,169,4525.2,0,10.0,0.0,0.0
