TIME,PULSES,CONTROLLERVOLTAGE,CONTROLLER,KP,TAUD,TAUI 
0,-1,0.0,0,1.5,0.0,0.0
1,-1,0.0,0,1.5,0.0,0.0
2,-1,0.0,0,1.5,0.0,0.0
3,-1,0.0,0,1.5,0.0,0.0
4,-1,0.0,0,1.5,0.0,0.0
5,-1,0.0,0,1.5,0.0,0.0
6,-1,0.0,0,1.5,0.0,0.0
7,-1,0.0,0,1.5,0.0,0.0
8,-1,0.0,0,1.5,0.0,0.0
9,-1,0.0,0,1.5,0.0,0.0
10,-1,707.0547,0,1.5,0.0,0.0
11,-1,707.0547,0,1.5,0.0,0.0
12,-1,707.0547,0,1.5,0.0,0.0
13,-1,707.0547,0,1.5,0.0,0.0
14,0,707.0547,0,1.5,0.0,0.0
15,0,707.0547,0,1.5,0.0,0.0
16,1,707.0547,0,1.5,0.0,0.0
17,2,707.0547,0,1.5,0.0,0.0
18,3,707.0547,0,1.5,0.0,0.0
19,4,707.0547,0,1.5,0.0,0.0
20,5,706.073,0,1.5,0.0,0.0
21,6,706.073,0,1.5,0.0,0.0
22,8,706.073,0,1.5,0.0,0.0
23,9,706.073,0,1.5,0.0,0.0
24,11,706.073,0,1.5,0.0,0.0
25,12,706.073,0,1.5,0.0,0.0
26,14,706.073,0,1.5,0.0,0.0
27,16,706.073,0,1.5,0.0,0.0
28,18,706.073,0,1.5,0.0,0.0
29,20,706.073,0,1.5,0.0,0.0
30,22,702.9314,0,1.5,0.0,0.0
31,24,702.9314,0,1.5,0.0,0.0
32,27,702.9314,0,1.5,0.0,0.0
33,29,702.9314,0,1.5,0.0,0.0
34,31,702.9314,0,1.5,0.0,0.0
35,34,702.9314,0,1.5,0.0,0.0
36,36,702.9314,0,1.5,0.0,0.0
37,39,702.9314,0,1.5,0.0,0.0
38,41,702.9314,0,1.5,0.0,0.0
39,44,702.9314,0,1.5,0.0,0.0
40,47,698.219,0,1.5,0.0,0.0
41,49,698.219,0,1.5,0.0,0.0
42,52,698.219,0,1.5,0.0,0.0
43,55,698.219,0,1.5,0.0,0.0
44,58,698.219,0,1.5,0.0,0.0
45,61,698.219,0,1.5,0.0,0.0
46,64,698.219,0,1.5,0.0,0.0
47,67,698.219,0,1.5,0.0,0.0
48,70,698.219,0,1.5,0.0,0.0
49,73,698.219,0,1.5,0.0,0.0
50,76,692.5249,0,1.5,0.0,0.0
51,79,692.5249,0,1.5,0.0,0.0
52,82,692.5249,0,1.5,0.0,0.0
53,86,692.5249,0,1.5,0.0,0.0
54,89,692.5249,0,1.5,0.0,0.0
55,92,692.5249,0,1.5,0.0,0.0
56,95,692.5249,0,1.5,0.0,0.0
57,99,692.5249,0,1.5,0.0,0.0
58,102,692.5249,0,1.5,0.0,0.0
59,105,692.5249,0,1.5,0.0,0.0
60,109,686.0453,0,1.5,0.0,0.0
61,112,686.0453,0,1.5,0.0,0.0
62,116,686.0453,0,1.5,0.0,0.0
63,119,686.0453,0,1.5,0.0,0.0
64,123,686.0453,0,1.5,0.0,0.0
65,126,686.0453,0,1.5,0.0,0.0
66,130,686.0453,0,1.5,0.0,0.0
67,133,686.0453,0,1.5,0.0,0.0
68,137,686.0453,0,1.5,0.0,0.0
69,140,686.0453,0,1.5,0.0,0.0
70,145,679.1731,0,1.5,0.0,0.0
71,148,679.1731,0,1.5,0.0,0.0
72,152,679.1731,0,1.5,0.0,0.0
73,156,679.1731,0,1.5,0.0,0.0
74,160,679.1731,0,1.5,0.0,0.0
75,163,679.1731,0,1.5,0.0,0.0
76,167,679.1731,0,1.5,0.0,0.0
77,172,679.1731,0,1.5,0.0,0.0
78,175,679.1731,0,1.5,0.0,0.0
79,179,679.1731,0,1.5,0.0,0.0
80,183,671.7118,0,1.5,0.0,0.0
81,188,671.7118,0,1.5,0.0,0.0
82,191,671.7118,0,1.5,0.0,0.0
83,195,671.7118,0,1.5,0.0,0.0
84,199,671.7118,0,1.5,0.0,0.0
85,203,671.7118,0,1.5,0.0,0.0
86,206,671.7118,0,1.5,0.0,0.0
87,210,671.7118,0,1.5,0.0,0.0
88,214,671.7118,0,1.5,0.0,0.0
89,219,671.7118,0,1.5,0.0,0.0
90,224,663.8578,0,1.5,0.0,0.0
91,228,663.8578,0,1.5,0.0,0.0
92,232,663.8578,0,1.5,0.0,0.0
93,235,663.8578,0,1.5,0.0,0.0
94,240,663.8578,0,1.5,0.0,0.0
95,244,663.8578,0,1.5,0.0,0.0
96,249,663.8578,0,1.5,0.0,0.0
97,253,663.8578,0,1.5,0.0,0.0
98,257,663.8578,0,1.5,0.0,0.0
99,261,663.8578,0,1.5,0.0,0.0
100,264,655.6111,0,1.5,0.0,0.0
101,268,655.6111,0,1.5,0.0,0.0
102,273,655.6111,0,1.5,0.0,0.0
103,277,655.6111,0,1.5,0.0,0.0
104,281,655.6111,0,1.5,0.0,0.0
105,285,655.6111,0,1.5,0.0,0.0
106,290,655.6111,0,1.5,0.0,0.0
107,294,655.6111,0,1.5,0.0,0.0
108,298,655.6111,0,1.5,0.0,0.0
109,302,655.6111,0,1.5,0.0,0.0
110,306,647.5608,0,1.5,0.0,0.0
111,310,647.5608,0,1.5,0.0,0.0
112,314,647.5608,0,1.5,0.0,0.0
