TIME,PULSES,CONTROLLERVOLTAGE,CONTROLLER,KP,TAUD,TAUI 
0,3.0,78.54,1.0,20.0,0.01,0.0
1,8.0,78.54,1.0,20.0,0.01,0.0
2,12.0,78.54,1.0,20.0,0.01,0.0
3,16.0,78.54,1.0,20.0,0.01,0.0
4,21.0,78.54,1.0,20.0,0.01,0.0
5,25.0,78.54,1.0,20.0,0.01,0.0
6,29.0,78.54,1.0,20.0,0.01,0.0
7,34.0,78.54,1.0,20.0,0.01,0.0
8,38.0,78.54,1.0,20.0,0.01,0.0
9,43.0,78.54,1.0,20.0,0.01,0.0
10,47.0,18624.41,1.0,20.0,0.01,0.0
11,51.0,18624.41,1.0,20.0,0.01,0.0
12,56.0,18624.41,1.0,20.0,0.01,0.0
13,60.0,18624.41,1.0,20.0,0.01,0.0
14,65.0,18624.41,1.0,20.0,0.01,0.0
15,69.0,18624.41,1.0,20.0,0.01,0.0
16,73.0,18624.41,1.0,20.0,0.01,0.0
17,78.0,18624.41,1.0,20.0,0.01,0.0
18,82.0,18624.41,1.0,20.0,0.01,0.0
19,86.0,18624.41,1.0,20.0,0.01,0.0
20,91.0,9081.82,1.0,20.0,0.01,0.0
21,95.0,9081.82,1.0,20.0,0.01,0.0
22,99.0,9081.82,1.0,20.0,0.01,0.0
23,104.0,9081.82,1.0,20.0,0.01,0.0
24,108.0,9081.82,1.0,20.0,0.01,0.0
25,113.0,9081.82,1.0,20.0,0.01,0.0
26,117.0,9081.82,1.0,20.0,0.01,0.0
27,121.0,9081.82,1.0,20.0,0.01,0.0
28,126.0,9081.82,1.0,20.0,0.01,0.0
29,130.0,9081.82,1.0,20.0,0.01,0.0
30,134.0,8971.87,1.0,20.0,0.01,0.0
31,139.0,8971.87,1.0,20.0,0.01,0.0
32,143.0,8971.87,1.0,20.0,0.01,0.0
33,148.0,8971.87,1.0,20.0,0.01,0.0
34,152.0,8971.87,1.0,20.0,0.01,0.0
35,156.0,8971.87,1.0,20.0,0.01,0.0
36,161.0,8971.87,1.0,20.0,0.01,0.0
37,165.0,8971.87,1.0,20.0,0.01,0.0
38,170.0,8971.87,1.0,20.0,0.01,0.0
39,174.0,8971.87,1.0,20.0,0.01,0.0
40,178.0,8854.06,1.0,20.0,0.01,0.0
41,183.0,8854.06,1.0,20.0,0.01,0.0
42,187.0,8854.06,1.0,20.0,0.01,0.0
43,191.0,8854.06,1.0,20.0,0.01,0.0
44,196.0,8854.06,1.0,20.0,0.01,0.0
45,200.0,8854.06,1.0,20.0,0.01,0.0
46,205.0,8854.06,1.0,20.0,0.01,0.0
47,209.0,8854.06,1.0,20.0,0.01,0.0
48,213.0,8854.06,1.0,20.0,0.01,0.0
49,218.0,8854.06,1.0,20.0,0.01,0.0
50,222.0,8738.86,1.0,20.0,0.01,0.0
51,226.0,8738.86,1.0,20.0,0.01,0.0
52,231.0,8738.86,1.0,20.0,0.01,0.0
53,235.0,8738.86,1.0,20.0,0.01,0.0
54,240.0,8738.86,1.0,20.0,0.01,0.0
55,244.0,8738.86,1.0,20.0,0.01,0.0
56,248.0,8738.86,1.0,20.0,0.01,0.0
57,253.0,8738.86,1.0,20.0,0.01,0.0
58,257.0,8738.86,1.0,20.0,0.01,0.0
59,262.0,8738.86,1.0,20.0,0.01,0.0
60,266.0,8623.67,1.0,20.0,0.01,0.0
61,270.0,8623.67,1.0,20.0,0.01,0.0
62,275.0,8623.67,1.0,20.0,0.01,0.0
63,279.0,8623.67,1.0,20.0,0.01,0.0
64,283.0,8623.67,1.0,20.0,0.01,0.0
65,288.0,8623.67,1.0,20.0,0.01,0.0
66,292.0,8623.67,1.0,20.0,0.01,0.0
67,297.0,8623.67,1.0,20.0,0.01,0.0
68,301.0,8623.67,1.0,20.0,0.01,0.0
69,305.0,8623.67,1.0,20.0,0.01,0.0
70,310.0,8508.48,1.0,20.0,0.01,0.0
71,314.0,8508.48,1.0,20.0,0.01,0.0
72,318.0,8508.48,1.0,20.0,0.01,0.0
73,323.0,8508.48,1.0,20.0,0.01,0.0
74,327.0,8508.48,1.0,20.0,0.01,0.0
75,331.0,8508.48,1.0,20.0,0.01,0.0
76,336.0,8508.48,1.0,20.0,0.01,0.0
77,340.0,8508.48,1.0,20.0,0.01,0.0
78,345.0,8508.48,1.0,20.0,0.01,0.0
79,349.0,8508.48,1.0,20.0,0.01,0.0
