TIME,PULSES,CONTROLLERVOLTAGE,CONTROLLER,KP,TAUD,TAUI 
0,-1,0.0,0,2.0,0.0,0.0
1,-1,0.0,0,2.0,0.0,0.0
2,-1,0.0,0,2.0,0.0,0.0
3,-1,0.0,0,2.0,0.0,0.0
4,-1,0.0,0,2.0,0.0,0.0
5,-1,0.0,0,2.0,0.0,0.0
6,-1,0.0,0,2.0,0.0,0.0
7,-1,0.0,0,2.0,0.0,0.0
8,-1,0.0,0,2.0,0.0,0.0
9,-1,0.0,0,2.0,0.0,0.0
10,-1,942.74,0,2.0,0.0,0.0
11,-1,942.74,0,2.0,0.0,0.0
12,-1,942.74,0,2.0,0.0,0.0
13,-1,942.74,0,2.0,0.0,0.0
14,0,942.74,0,2.0,0.0,0.0
15,0,942.74,0,2.0,0.0,0.0
16,1,942.74,0,2.0,0.0,0.0
17,2,942.74,0,2.0,0.0,0.0
18,3,942.74,0,2.0,0.0,0.0
19,4,942.74,0,2.0,0.0,0.0
20,5,941.43,0,2.0,0.0,0.0
21,7,941.43,0,2.0,0.0,0.0
22,8,941.43,0,2.0,0.0,0.0
23,9,941.43,0,2.0,0.0,0.0
24,11,941.43,0,2.0,0.0,0.0
25,13,941.43,0,2.0,0.0,0.0
26,15,941.43,0,2.0,0.0,0.0
27,17,941.43,0,2.0,0.0,0.0
28,19,941.43,0,2.0,0.0,0.0
29,21,941.43,0,2.0,0.0,0.0
30,23,936.98,0,2.0,0.0,0.0
31,25,936.98,0,2.0,0.0,0.0
32,27,936.98,0,2.0,0.0,0.0
33,30,936.98,0,2.0,0.0,0.0
34,32,936.98,0,2.0,0.0,0.0
35,35,936.98,0,2.0,0.0,0.0
36,37,936.98,0,2.0,0.0,0.0
37,40,936.98,0,2.0,0.0,0.0
38,42,936.98,0,2.0,0.0,0.0
39,45,936.98,0,2.0,0.0,0.0
40,48,930.7,0,2.0,0.0,0.0
41,50,930.7,0,2.0,0.0,0.0
42,53,930.7,0,2.0,0.0,0.0
43,56,930.7,0,2.0,0.0,0.0
44,59,930.7,0,2.0,0.0,0.0
45,62,930.7,0,2.0,0.0,0.0
46,65,930.7,0,2.0,0.0,0.0
47,68,930.7,0,2.0,0.0,0.0
48,71,930.7,0,2.0,0.0,0.0
49,74,930.7,0,2.0,0.0,0.0
50,78,922.84,0,2.0,0.0,0.0
51,81,922.84,0,2.0,0.0,0.0
52,84,922.84,0,2.0,0.0,0.0
53,87,922.84,0,2.0,0.0,0.0
54,90,922.84,0,2.0,0.0,0.0
55,94,922.84,0,2.0,0.0,0.0
56,97,922.84,0,2.0,0.0,0.0
57,100,922.84,0,2.0,0.0,0.0
58,104,922.84,0,2.0,0.0,0.0
59,107,922.84,0,2.0,0.0,0.0
60,111,914.47,0,2.0,0.0,0.0
61,114,914.47,0,2.0,0.0,0.0
62,118,914.47,0,2.0,0.0,0.0
63,121,914.47,0,2.0,0.0,0.0
64,125,914.47,0,2.0,0.0,0.0
65,128,914.47,0,2.0,0.0,0.0
66,132,914.47,0,2.0,0.0,0.0
67,136,914.47,0,2.0,0.0,0.0
68,139,914.47,0,2.0,0.0,0.0
69,143,914.47,0,2.0,0.0,0.0
70,146,905.04,0,2.0,0.0,0.0
