TIME,PULSES,CONTROLLERVOLTAGE,CONTROLLER,KP,TAUD,TAUI 
0,0,-0.5055,2,1.5,0.0,0.25
1,0,-0.5055,2,1.5,0.0,0.25
2,-1,-0.5055,2,1.5,0.0,0.25
3,-1,-0.5055,2,1.5,0.0,0.25
4,-1,-0.5055,2,1.5,0.0,0.25
5,-1,-0.5055,2,1.5,0.0,0.25
6,-1,-0.5055,2,1.5,0.0,0.25
7,-1,-0.5055,2,1.5,0.0,0.25
8,-1,-0.5055,2,1.5,0.0,0.25
9,-1,-0.5055,2,1.5,0.0,0.25
10,-1,707.0547,2,1.5,0.0,0.25
11,-1,707.0547,2,1.5,0.0,0.25
12,-1,707.0547,2,1.5,0.0,0.25
13,-1,707.0547,2,1.5,0.0,0.25
14,-1,707.0547,2,1.5,0.0,0.25
15,-1,707.0547,2,1.5,0.0,0.25
16,0,707.0547,2,1.5,0.0,0.25
17,1,707.0547,2,1.5,0.0,0.25
18,2,707.0547,2,1.5,0.0,0.25
19,3,707.0547,2,1.5,0.0,0.25
20,4,734.5515,2,1.5,0.0,0.25
21,5,734.5515,2,1.5,0.0,0.25
22,7,734.5515,2,1.5,0.0,0.25
23,8,734.5515,2,1.5,0.0,0.25
24,10,734.5515,2,1.5,0.0,0.25
25,12,734.5515,2,1.5,0.0,0.25
26,13,734.5515,2,1.5,0.0,0.25
27,15,734.5515,2,1.5,0.0,0.25
28,17,734.5515,2,1.5,0.0,0.25
29,19,734.5515,2,1.5,0.0,0.25
30,21,759.6607,2,1.5,0.0,0.25
31,23,759.6607,2,1.5,0.0,0.25
32,26,759.6607,2,1.5,0.0,0.25
33,28,759.6607,2,1.5,0.0,0.25
34,31,759.6607,2,1.5,0.0,0.25
35,33,759.6607,2,1.5,0.0,0.25
36,36,759.6607,2,1.5,0.0,0.25
37,38,759.6607,2,1.5,0.0,0.25
38,41,759.6607,2,1.5,0.0,0.25
39,43,759.6607,2,1.5,0.0,0.25
40,46,782.8771,2,1.5,0.0,0.25
41,49,782.8771,2,1.5,0.0,0.25
42,52,782.8771,2,1.5,0.0,0.25
43,54,782.8771,2,1.5,0.0,0.25
44,57,782.8771,2,1.5,0.0,0.25
45,60,782.8771,2,1.5,0.0,0.25
46,63,782.8771,2,1.5,0.0,0.25
47,66,782.8771,2,1.5,0.0,0.25
48,69,782.8771,2,1.5,0.0,0.25
49,73,782.8771,2,1.5,0.0,0.25
50,76,805.1117,2,1.5,0.0,0.25
51,79,805.1117,2,1.5,0.0,0.25
52,82,805.1117,2,1.5,0.0,0.25
53,85,805.1117,2,1.5,0.0,0.25
54,89,805.1117,2,1.5,0.0,0.25
55,92,805.1117,2,1.5,0.0,0.25
56,95,805.1117,2,1.5,0.0,0.25
57,99,805.1117,2,1.5,0.0,0.25
58,102,805.1117,2,1.5,0.0,0.25
59,105,805.1117,2,1.5,0.0,0.25
60,109,826.3332,2,1.5,0.0,0.25
61,112,826.3332,2,1.5,0.0,0.25
62,116,826.3332,2,1.5,0.0,0.25
63,119,826.3332,2,1.5,0.0,0.25
64,123,826.3332,2,1.5,0.0,0.25
65,126,826.3332,2,1.5,0.0,0.25
66,130,826.3332,2,1.5,0.0,0.25
67,134,826.3332,2,1.5,0.0,0.25
68,137,826.3332,2,1.5,0.0,0.25
69,141,826.3332,2,1.5,0.0,0.25
70,144,846.9027,2,1.5,0.0,0.25
71,148,846.9027,2,1.5,0.0,0.25
72,152,846.9027,2,1.5,0.0,0.25
73,155,846.9027,2,1.5,0.0,0.25
74,159,846.9027,2,1.5,0.0,0.25
75,163,846.9027,2,1.5,0.0,0.25
76,166,846.9027,2,1.5,0.0,0.25
77,170,846.9027,2,1.5,0.0,0.25
78,174,846.9027,2,1.5,0.0,0.25
79,178,846.9027,2,1.5,0.0,0.25
80,183,866.8047,2,1.5,0.0,0.25
81,186,866.8047,2,1.5,0.0,0.25
82,190,866.8047,2,1.5,0.0,0.25
83,194,866.8047,2,1.5,0.0,0.25
84,198,866.8047,2,1.5,0.0,0.25
85,202,866.8047,2,1.5,0.0,0.25
86,205,866.8047,2,1.5,0.0,0.25
87,209,866.8047,2,1.5,0.0,0.25
88,213,866.8047,2,1.5,0.0,0.25
89,217,866.8047,2,1.5,0.0,0.25
90,221,886.0234,2,1.5,0.0,0.25
91,226,886.0234,2,1.5,0.0,0.25
92,230,886.0234,2,1.5,0.0,0.25
93,235,886.0234,2,1.5,0.0,0.25
94,238,886.0234,2,1.5,0.0,0.25
95,242,886.0234,2,1.5,0.0,0.25
96,246,886.0234,2,1.5,0.0,0.25
97,250,886.0234,2,1.5,0.0,0.25
98,254,886.0234,2,1.5,0.0,0.25
99,258,886.0234,2,1.5,0.0,0.25
100,262,904.5431,2,1.5,0.0,0.25
101,266,904.5431,2,1.5,0.0,0.25
102,270,904.5431,2,1.5,0.0,0.25
103,275,904.5431,2,1.5,0.0,0.25
104,279,904.5431,2,1.5,0.0,0.25
105,284,904.5431,2,1.5,0.0,0.25
106,288,904.5431,2,1.5,0.0,0.25
107,292,904.5431,2,1.5,0.0,0.25
108,296,904.5431,2,1.5,0.0,0.25
109,300,904.5431,2,1.5,0.0,0.25
110,304,922.5444,2,1.5,0.0,0.25
111,308,922.5444,2,1.5,0.0,0.25
112,312,922.5444,2,1.5,0.0,0.25
113,316,922.5444,2,1.5,0.0,0.25
114,320,922.5444,2,1.5,0.0,0.25
115,325,922.5444,2,1.5,0.0,0.25
116,329,922.5444,2,1.5,0.0,0.25
117,333,922.5444,2,1.5,0.0,0.25
118,337,922.5444,2,1.5,0.0,0.25
119,341,922.5444,2,1.5,0.0,0.25
120,345,940.4122,2,1.5,0.0,0.25
121,349,940.4122,2,1.5,0.0,0.25
122,353,940.4122,2,1.5,0.0,0.25
123,357,940.4122,2,1.5,0.0,0.25
124,361,940.4122,2,1.5,0.0,0.25
125,365,940.4122,2,1.5,0.0,0.25
126,369,940.4122,2,1.5,0.0,0.25
127,374,940.4122,2,1.5,0.0,0.25
128,378,940.4122,2,1.5,0.0,0.25
129,383,940.4122,2,1.5,0.0,0.25
130,387,957.5654,2,1.5,0.0,0.25
131,392,957.5654,2,1.5,0.0,0.25
132,396,957.5654,2,1.5,0.0,0.25
133,400,957.5654,2,1.5,0.0,0.25
134,404,957.5654,2,1.5,0.0,0.25
135,408,957.5654,2,1.5,0.0,0.25
136,412,957.5654,2,1.5,0.0,0.25
137,416,957.5654,2,1.5,0.0,0.25
138,420,957.5654,2,1.5,0.0,0.25
139,424,957.5654,2,1.5,0.0,0.25
140,428,974.9698,2,1.5,0.0,0.25
141,433,974.9698,2,1.5,0.0,0.25
142,437,974.9698,2,1.5,0.0,0.25
