TIME,PULSES,CONTROLLERVOLTAGE,CONTROLLER,KP,TAUD,TAUI 
NEXT EXPERIMENT0,0.0,-0.8225,2.0,0.75,0.0,1.0
1,-1.0,-0.8225,2.0,0.75,0.0,1.0
2,-1.0,-0.8225,2.0,0.75,0.0,1.0
3,-1.0,-0.8225,2.0,0.75,0.0,1.0
4,-1.0,-0.8225,2.0,0.75,0.0,1.0
5,-1.0,-0.8225,2.0,0.75,0.0,1.0
6,-2.0,-0.8225,2.0,0.75,0.0,1.0
7,-2.0,-0.8225,2.0,0.75,0.0,1.0
8,-2.0,-0.8225,2.0,0.75,0.0,1.0
9,-2.0,-0.8225,2.0,0.75,0.0,1.0
10,-2.0,353.6255,2.0,0.75,0.0,1.0
11,-2.0,353.6255,2.0,0.75,0.0,1.0
12,-2.0,353.6255,2.0,0.75,0.0,1.0
13,-2.0,353.6255,2.0,0.75,0.0,1.0
14,-2.0,353.6255,2.0,0.75,0.0,1.0
15,-2.0,353.6255,2.0,0.75,0.0,1.0
16,-1.0,353.6255,2.0,0.75,0.0,1.0
17,0.0,353.6255,2.0,0.75,0.0,1.0
18,1.0,353.6255,2.0,0.75,0.0,1.0
19,2.0,353.6255,2.0,0.75,0.0,1.0
20,3.0,356.7691,2.0,0.75,0.0,1.0
21,4.0,356.7691,2.0,0.75,0.0,1.0
22,5.0,356.7691,2.0,0.75,0.0,1.0
23,7.0,356.7691,2.0,0.75,0.0,1.0
24,8.0,356.7691,2.0,0.75,0.0,1.0
25,11.0,356.7691,2.0,0.75,0.0,1.0
26,13.0,356.7691,2.0,0.75,0.0,1.0
27,15.0,356.7691,2.0,0.75,0.0,1.0
28,17.0,356.7691,2.0,0.75,0.0,1.0
29,19.0,356.7691,2.0,0.75,0.0,1.0
30,21.0,358.6324,2.0,0.75,0.0,1.0
31,23.0,358.6324,2.0,0.75,0.0,1.0
32,25.0,358.6324,2.0,0.75,0.0,1.0
33,27.0,358.6324,2.0,0.75,0.0,1.0
34,30.0,358.6324,2.0,0.75,0.0,1.0
35,32.0,358.6324,2.0,0.75,0.0,1.0
36,35.0,358.6324,2.0,0.75,0.0,1.0
37,37.0,358.6324,2.0,0.75,0.0,1.0
38,40.0,358.6324,2.0,0.75,0.0,1.0
39,42.0,358.6324,2.0,0.75,0.0,1.0
40,45.0,359.7919,2.0,0.75,0.0,1.0
41,48.0,359.7919,2.0,0.75,0.0,1.0
42,51.0,359.7919,2.0,0.75,0.0,1.0
43,53.0,359.7919,2.0,0.75,0.0,1.0
44,56.0,359.7919,2.0,0.75,0.0,1.0
45,59.0,359.7919,2.0,0.75,0.0,1.0
46,62.0,359.7919,2.0,0.75,0.0,1.0
47,65.0,359.7919,2.0,0.75,0.0,1.0
48,68.0,359.7919,2.0,0.75,0.0,1.0
49,71.0,359.7919,2.0,0.75,0.0,1.0
50,74.0,360.5351,2.0,0.75,0.0,1.0
51,78.0,360.5351,2.0,0.75,0.0,1.0
52,81.0,360.5351,2.0,0.75,0.0,1.0
53,84.0,360.5351,2.0,0.75,0.0,1.0
54,87.0,360.5351,2.0,0.75,0.0,1.0
55,91.0,360.5351,2.0,0.75,0.0,1.0
56,94.0,360.5351,2.0,0.75,0.0,1.0
57,97.0,360.5351,2.0,0.75,0.0,1.0
58,101.0,360.5351,2.0,0.75,0.0,1.0
59,104.0,360.5351,2.0,0.75,0.0,1.0
60,107.0,360.7599,2.0,0.75,0.0,1.0
61,111.0,360.7599,2.0,0.75,0.0,1.0
62,114.0,360.7599,2.0,0.75,0.0,1.0
63,118.0,360.7599,2.0,0.75,0.0,1.0
64,121.0,360.7599,2.0,0.75,0.0,1.0
65,125.0,360.7599,2.0,0.75,0.0,1.0
66,128.0,360.7599,2.0,0.75,0.0,1.0
67,132.0,360.7599,2.0,0.75,0.0,1.0
68,136.0,360.7599,2.0,0.75,0.0,1.0
69,139.0,360.7599,2.0,0.75,0.0,1.0
70,143.0,360.756,2.0,0.75,0.0,1.0
71,146.0,360.756,2.0,0.75,0.0,1.0
72,150.0,360.756,2.0,0.75,0.0,1.0
