TIME,PULSES,CONTROLLERVOLTAGE,CONTROLLER,KP,TAUD,TAUI 
NEXT EXPERIMENT0,-4.0,-23.1527,1.0,5.0,0.003125,0.0
1,-8.0,-23.1527,1.0,5.0,0.003125,0.0
2,-12.0,-23.1527,1.0,5.0,0.003125,0.0
3,-17.0,-23.1527,1.0,5.0,0.003125,0.0
4,-21.0,-23.1527,1.0,5.0,0.003125,0.0
5,-25.0,-23.1527,1.0,5.0,0.003125,0.0
6,-30.0,-23.1527,1.0,5.0,0.003125,0.0
7,-34.0,-23.1527,1.0,5.0,0.003125,0.0
8,-38.0,-23.1527,1.0,5.0,0.003125,0.0
9,-44.0,-23.1527,1.0,5.0,0.003125,0.0
10,-48.0,3133.9841,1.0,5.0,0.003125,0.0
11,-50.0,3133.9841,1.0,5.0,0.003125,0.0
12,-54.0,3133.9841,1.0,5.0,0.003125,0.0
13,-58.0,3133.9841,1.0,5.0,0.003125,0.0
14,-62.0,3133.9841,1.0,5.0,0.003125,0.0
15,-64.0,3133.9841,1.0,5.0,0.003125,0.0
16,-67.0,3133.9841,1.0,5.0,0.003125,0.0
17,-70.0,3133.9841,1.0,5.0,0.003125,0.0
18,-73.0,3133.9841,1.0,5.0,0.003125,0.0
19,-76.0,3133.9841,1.0,5.0,0.003125,0.0
20,-79.0,2412.4814,1.0,5.0,0.003125,0.0
21,-81.0,2412.4814,1.0,5.0,0.003125,0.0
22,-83.0,2412.4814,1.0,5.0,0.003125,0.0
23,-85.0,2412.4814,1.0,5.0,0.003125,0.0
24,-87.0,2412.4814,1.0,5.0,0.003125,0.0
25,-88.0,2412.4814,1.0,5.0,0.003125,0.0
26,-90.0,2412.4814,1.0,5.0,0.003125,0.0
27,-91.0,2412.4814,1.0,5.0,0.003125,0.0
28,-92.0,2412.4814,1.0,5.0,0.003125,0.0
29,-92.0,2412.4814,1.0,5.0,0.003125,0.0
30,-93.0,2420.54,1.0,5.0,0.003125,0.0
31,-94.0,2420.54,1.0,5.0,0.003125,0.0
32,-94.0,2420.54,1.0,5.0,0.003125,0.0
33,-94.0,2420.54,1.0,5.0,0.003125,0.0
34,-94.0,2420.54,1.0,5.0,0.003125,0.0
35,-94.0,2420.54,1.0,5.0,0.003125,0.0
36,-93.0,2420.54,1.0,5.0,0.003125,0.0
37,-93.0,2420.54,1.0,5.0,0.003125,0.0
38,-92.0,2420.54,1.0,5.0,0.003125,0.0
39,-91.0,2420.54,1.0,5.0,0.003125,0.0
40,-90.0,2415.3447,1.0,5.0,0.003125,0.0
41,-89.0,2415.3447,1.0,5.0,0.003125,0.0
42,-88.0,2415.3447,1.0,5.0,0.003125,0.0
43,-87.0,2415.3447,1.0,5.0,0.003125,0.0
44,-85.0,2415.3447,1.0,5.0,0.003125,0.0
45,-84.0,2415.3447,1.0,5.0,0.003125,0.0
46,-82.0,2415.3447,1.0,5.0,0.003125,0.0
47,-81.0,2415.3447,1.0,5.0,0.003125,0.0
48,-79.0,2415.3447,1.0,5.0,0.003125,0.0
49,-77.0,2415.3447,1.0,5.0,0.003125,0.0
50,-75.0,2403.7275,1.0,5.0,0.003125,0.0
51,-73.0,2403.7275,1.0,5.0,0.003125,0.0
52,-71.0,2403.7275,1.0,5.0,0.003125,0.0
53,-69.0,2403.7275,1.0,5.0,0.003125,0.0
54,-67.0,2403.7275,1.0,5.0,0.003125,0.0
55,-64.0,2403.7275,1.0,5.0,0.003125,0.0
56,-62.0,2403.7275,1.0,5.0,0.003125,0.0
57,-59.0,2403.7275,1.0,5.0,0.003125,0.0
58,-57.0,2403.7275,1.0,5.0,0.003125,0.0
59,-54.0,2403.7275,1.0,5.0,0.003125,0.0
60,-52.0,2386.8335,1.0,5.0,0.003125,0.0
61,-49.0,2386.8335,1.0,5.0,0.003125,0.0
62,-46.0,2386.8335,1.0,5.0,0.003125,0.0
63,-44.0,2386.8335,1.0,5.0,0.003125,0.0
64,-41.0,2386.8335,1.0,5.0,0.003125,0.0
65,-38.0,2386.8335,1.0,5.0,0.003125,0.0
66,-35.0,2386.8335,1.0,5.0,0.003125,0.0
67,-32.0,2386.8335,1.0,5.0,0.003125,0.0
68,-29.0,2386.8335,1.0,5.0,0.003125,0.0
69,-26.0,2386.8335,1.0,5.0,0.003125,0.0
70,-23.0,2366.6257,1.0,5.0,0.003125,0.0
71,-19.0,2366.6257,1.0,5.0,0.003125,0.0
72,-16.0,2366.6257,1.0,5.0,0.003125,0.0
73,-13.0,2366.6257,1.0,5.0,0.003125,0.0
74,-10.0,2366.6257,1.0,5.0,0.003125,0.0
75,-7.0,2366.6257,1.0,5.0,0.003125,0.0
76,-3.0,2366.6257,1.0,5.0,0.003125,0.0
