TIME,PULSES,CONTROLLERVOLTAGE,CONTROLLER,KP,TAUD,TAUI 
0,0,-0.26,1,1.0,0.01,0.0
1,0,-0.26,1,1.0,0.01,0.0
2,0,-0.26,1,1.0,0.01,0.0
3,0,-0.26,1,1.0,0.01,0.0
4,0,-0.26,1,1.0,0.01,0.0
5,0,-0.26,1,1.0,0.01,0.0
6,0,-0.26,1,1.0,0.01,0.0
7,0,-0.26,1,1.0,0.01,0.0
8,0,-0.26,1,1.0,0.01,0.0
9,0,-0.26,1,1.0,0.01,0.0
10,0,942.61,1,1.0,0.01,0.0
11,0,942.61,1,1.0,0.01,0.0
12,0,942.61,1,1.0,0.01,0.0
13,1,942.61,1,1.0,0.01,0.0
14,1,942.61,1,1.0,0.01,0.0
15,1,942.61,1,1.0,0.01,0.0
16,2,942.61,1,1.0,0.01,0.0
17,3,942.61,1,1.0,0.01,0.0
18,4,942.61,1,1.0,0.01,0.0
19,5,942.61,1,1.0,0.01,0.0
20,6,469.93,1,1.0,0.01,0.0
21,8,469.93,1,1.0,0.01,0.0
22,9,469.93,1,1.0,0.01,0.0
23,11,469.93,1,1.0,0.01,0.0
24,12,469.93,1,1.0,0.01,0.0
25,14,469.93,1,1.0,0.01,0.0
26,16,469.93,1,1.0,0.01,0.0
27,18,469.93,1,1.0,0.01,0.0
28,20,469.93,1,1.0,0.01,0.0
29,22,469.93,1,1.0,0.01,0.0
30,24,466.13,1,1.0,0.01,0.0
31,27,466.13,1,1.0,0.01,0.0
32,29,466.13,1,1.0,0.01,0.0
33,32,466.13,1,1.0,0.01,0.0
34,34,466.13,1,1.0,0.01,0.0
35,37,466.13,1,1.0,0.01,0.0
36,39,466.13,1,1.0,0.01,0.0
37,42,466.13,1,1.0,0.01,0.0
38,44,466.13,1,1.0,0.01,0.0
39,47,466.13,1,1.0,0.01,0.0
40,50,461.55,1,1.0,0.01,0.0
41,53,461.55,1,1.0,0.01,0.0
42,56,461.55,1,1.0,0.01,0.0
43,59,461.55,1,1.0,0.01,0.0
